dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,etiqueta
0.075526371,0.199890081,0.192271005,-0.05536594,0.084241609,-0.281769524,-0.08823936,0.01671017,0.093624732,0.04137677,G1
0.010126574,-0.253259374,-0.574571135,-0.034821161,0.149270895,0.28838423,-0.083040097,-0.150967575,-0.058594947,-0.25519712,G1
-0.050223739,-0.154209605,0.463315442,0.65989672,0.455347968,0.545587459,-0.416477252,-0.192017909,0.13928389,0.063680408,G1
-0.280344175,0.21763356,0.182723102,-0.052245386,0.055686571,-0.255624139,-0.20162231,0.15151661,0.092703844,-0.320753827,G1
-0.239544818,0.334596491,-0.03733704,-0.049590989,-0.155415163,0.174089662,0.063911082,-0.54331963,-0.132114707,-0.378962354,G1
0.167011515,0.281027652,-0.554524765,0.676321604,-0.230326368,-0.086650295,-0.114352046,-0.402955222,0.461240752,-0.28509343,G1
-0.102449207,0.02131716,0.034014782,-0.119016194,-0.112060025,0.09886868,-0.008409703,0.06637089,-0.015917148,-0.017148859,G1
0.014000877,-0.031725493,-0.003197925,-0.043664882,0.061779759,0.023185132,-0.035201806,0.03297658,0.067093875,0.127282593,G1
-0.107819529,0.083820564,-0.47230424,0.117027753,-0.28052349,0.085173536,-0.021100609,-0.346693577,-0.363086652,-0.213985566,G1
0.104513494,-0.018180511,-0.316315789,-0.045773448,-0.118667208,-0.44558884,-0.255577064,0.305665822,-0.267537922,-0.054596285,G1
0.344673856,-0.224581607,0.379821368,-0.320147444,-0.194765141,0.692017438,-0.264608898,-0.515395309,-0.444959654,-0.028193045,G1
-0.026842657,-0.035857273,0.057067189,0.011866639,-0.321259712,0.157997813,-0.092193209,0.038780806,-0.176252715,-0.329486344,G1
-0.413884476,-0.160794634,0.198277049,0.053020134,0.073665502,0.247899375,-0.13624604,-0.199100658,0.160546318,0.145477646,G1
-0.094181487,-0.269213889,-0.035962515,-0.187681965,-0.50228576,0.127180276,-0.053067445,-0.471606033,-0.06800567,-0.00662698,G1
-0.192733616,-0.183379669,-0.387118494,0.153917661,-0.229113223,-0.15303114,0.148243805,0.270742879,0.270994267,0.272474103,G1
0.217676983,0.344135777,-0.214829177,-0.251605878,-0.248037498,0.50776959,0.38064062,0.160132581,-0.337311608,0.364178955,G1
0.163819591,0.086125011,1.116195689,0.276572218,-0.228221502,-0.656171613,-0.286812784,-0.301400176,0.277034902,-0.453473023,G1
-0.521782955,-0.12261079,-0.173959112,0.21615183,-0.287445246,0.074658531,-0.229226867,-0.12936741,-0.065147318,-0.638638045,G1
-0.185732616,-0.273033708,0.155186908,-0.342851688,-0.848208256,0.837753595,0.211860572,0.27235724,0.42581938,-0.402671965,G1
0.136540137,-0.582612838,0.267661282,0.144175871,0.152041881,-0.035862346,0.010983823,-0.109630166,-0.133899279,-0.295410243,G1
0.090671061,-0.070541412,-0.206433123,-0.090062657,-0.132869798,0.020073918,-0.089890917,0.052719015,0.032900018,0.294947789,G1
0.168210962,0.006426694,-0.035982077,0.078394246,-0.052911022,-0.084613206,0.170999299,-0.29610882,0.182707795,-0.110922905,G1
0.196755097,-0.139020297,-0.226964221,0.032665044,0.403062114,0.048609109,-0.069134576,-0.251163005,-0.005295716,-0.067860193,G1
0.134383836,0.125656049,-0.12782425,0.259290464,-0.25418518,0.061990984,0.062993287,0.248637831,0.235160326,-0.430304517,G1
-0.068722553,0.139592371,-0.019169754,0.141194223,-0.127309637,-0.301225958,0.144906339,0.265464562,0.642782929,0.292298692,G1
0.138585186,0.306567192,0.337497176,-0.819590985,-0.105289769,-0.420899223,0.559295333,-0.374258255,0.358217573,-0.262878562,G1
-0.184265124,-0.041019469,-0.004392422,-0.008798809,0.175253501,-0.108054074,-0.030872224,-0.108543891,0.085408531,0.095563998,G1
-0.142472968,0.229810375,0.731357708,0.125727215,0.121235378,-0.105892402,0.113149731,-0.839514689,-0.064462759,-0.74255671,G1
-0.569157901,-0.061249092,-0.673269401,-0.169913035,-0.730253785,0.074632911,0.306285584,0.38730717,-0.629434422,0.388475036,G1
0.365784811,-0.501100612,0.379326085,0.152274287,-0.329648872,-0.276685446,0.092274676,-0.031616344,0.17905444,-0.513977656,G1
-0.031978901,-0.085238714,-0.144585175,0.021362257,0.076049303,-0.071153826,-0.027410471,0.042404107,-0.014468914,-0.045686695,G1
0.057852957,0.410256848,0.168804224,-0.315356924,0.010416626,-0.128287115,-0.055442142,0.122286902,-0.043605651,0.611500491,G1
-0.085634971,-0.035353152,0.076934194,-0.067380379,0.047517351,0.121234307,-0.123867543,0.004514417,-0.027910911,-0.139477093,G1
0.372172455,0.509025658,0.483264513,0.104426718,0.444755734,-0.048586947,-0.567515591,-0.730298133,0.225616519,0.409635011,G1
-0.041807732,0.092585322,0.021043214,0.121863492,0.034566275,0.063059623,-0.135626243,-0.230957507,-0.072534389,0.022505531,G1
0.352266457,0.288045455,-0.141173783,-0.480092486,0.293864666,0.456317622,-0.380687825,-0.494251094,0.585471822,0.410411992,G1
-0.481322252,-0.147160545,-0.160027727,0.453997929,-0.153979659,0.767482569,-0.461912312,0.267600454,0.018095236,-0.454433356,G1
0.012952458,0.123021407,-0.090980316,0.16610545,-0.025024577,0.007160399,0.267842533,0.039408306,-0.12703099,-0.110601909,G1
0.164123088,-0.013265863,-0.11820866,0.110861289,0.028291714,0.196254997,0.067984449,0.012778166,-0.180594498,0.540651672,G1
-0.067945387,-0.00124717,-0.063944478,0.036380229,0.031447619,-0.010326143,0.056508436,-0.001210401,-0.039344059,0.001905307,G1
-0.057617583,0.111440863,0.040236859,-0.058170565,0.029268512,0.079169664,0.02209954,0.08227915,0.05095577,0.087520219,G1
-0.126530118,0.000401122,0.010502793,0.062146869,0.000335672,-0.090747421,-0.024141023,0.025475193,-0.233087482,-0.009314224,G1
-0.175245116,0.027453272,-0.045535924,0.035172705,0.102577922,-0.018122368,-0.078415116,-0.236277441,0.440105004,-0.193322447,G1
-0.999958855,0.379862845,0.55702231,-0.070754165,-0.369587263,0.060118417,-0.10222711,0.304596298,-0.124857435,-0.221132262,G1
-1.008862383,0.038790857,0.744534619,-0.058190976,-0.534131634,0.297251533,0.181520648,0.029721758,-0.353830887,-0.169642257,G1
0.813319354,-0.015276917,0.261632557,-0.03407522,0.149182542,-0.019365712,-0.427196487,-0.398002134,-0.084838979,0.313189455,G1
0.069569415,0.20673114,0.19030155,0.283174694,-0.160851903,-0.017931063,0.245606866,0.265755553,-0.604480465,-0.409218635,G1
-0.046142779,-0.024775172,-0.015973881,-0.013500584,-0.004024256,0.052843505,0.028908249,-0.009106174,-0.004579323,-0.031144227,G1
-0.384582709,-0.326001847,-0.123648796,0.321430956,-0.112335023,-0.090113577,0.268130566,-0.206265957,0.281233108,-0.073518292,G1
-0.042382097,0.039586656,0.04669409,0.201082017,-0.179379992,-0.107540906,-0.163756736,0.223781871,-0.095201012,-0.217437442,G1
0.129037725,0.795136645,-0.505125185,-0.339190971,-0.088374208,0.395615584,-0.134398799,-0.213390165,0.439335971,-0.115034954,G1
-0.191261694,-0.199181377,0.029950623,-0.207987928,0.039217504,0.031982303,-0.234037343,-0.179138254,0.025409691,0.130755336,G1
0.107521581,-0.117412622,0.002776585,-0.156357444,-0.083506072,0.116498275,-0.003949813,0.066128507,-0.136620167,0.186041997,G1
-0.074642745,0.325197649,0.883730526,0.587182912,-0.301994871,0.624657349,0.275612048,-0.013700238,-0.185667094,-0.717547949,G1
0.028447951,-0.254947089,0.406650721,-0.137340496,0.559451883,-0.017037333,-0.266254953,-0.107286495,0.040697669,0.079434277,G1
-0.052772431,0.006259747,-0.043859945,0.038798144,-0.049228554,0.100555679,0.116996979,0.086546193,-0.023803842,0.025520851,G1
-0.27050782,0.441791667,-0.155865655,0.067794663,-0.242731808,-0.18789647,0.378107937,0.00269172,-0.065259556,-0.02178155,G1
0.74151245,-0.587540554,0.216241224,0.251796891,0.422536626,0.170416077,-0.303617317,0.506309776,-0.351313875,0.080163924,G1
0.093200238,-0.193115827,0.235278312,-0.028149664,0.30054446,0.044348266,-0.148612083,-0.513773367,0.014031713,-0.05966832,G1
-0.063290393,0.427425748,0.083946531,0.284932024,0.225327059,0.024039309,0.217066238,-0.062368129,-1.001470922,0.824045483,G1
0.141345156,0.245483788,0.04124948,-0.070080645,0.255591949,-0.040067523,0.046343524,0.013362535,-0.242841874,0.309447433,G1
0.179982905,0.281581658,0.271393983,0.091397756,0.049407238,0.007689449,-0.274850464,0.031778471,0.222426556,-0.403064542,G1
-0.061282059,0.162170236,0.365494082,0.122421409,-0.357483387,-0.679903729,0.618100567,0.374738414,-0.009381113,-0.271707913,G1
-0.071280462,-0.020147883,0.069915524,0.258067988,-0.450679058,0.086982332,0.238259357,-0.426954396,-0.500162321,-0.192482022,G1
-0.514441368,-0.628863445,-0.36604628,0.2063885,0.551095963,0.145868352,0.650689808,0.169076587,-0.33336953,0.47778571,G1
0.174775094,0.259542107,-0.011521668,0.114521571,-0.131056481,-0.143937828,0.307461231,-0.191380034,0.035634592,0.24117303,G1
-0.02526834,0.555152963,0.625658583,-0.417572182,-0.46468925,-0.197810939,-0.045047403,-0.308183799,-0.19703225,0.156931363,G1
0.419938325,0.212973143,0.024088731,0.088379849,0.097483537,0.73811272,0.014239985,0.185589741,-0.34412687,-0.200163831,G1
0.067350484,0.228109948,-0.008131406,-0.256634579,0.510978184,-0.133191323,-0.120067963,0.410930851,0.15554107,0.318950135,G1
0.255545632,0.087378307,0.385810015,0.076541967,-0.169604944,0.208106581,-0.622633896,0.045614546,-0.281084932,-0.042117341,G1
-0.351013539,-0.518053947,-0.483437685,-0.138471928,0.026710343,-0.106657038,0.090066748,0.247631847,-0.351766731,-0.219167927,G1
-0.359031898,-0.390766559,-0.21117358,0.257223891,0.166325366,0.047932107,-0.30470645,0.093908781,0.255756561,0.513705152,G1
-0.099303705,-0.118768653,0.130708382,-0.136834183,-0.086777304,0.223043489,-0.043349286,0.015920491,0.056905003,0.152487387,G1
0.108254897,-0.028483439,-0.018958916,-0.004647994,0.02764593,-0.044539373,-0.01374798,0.087255787,-0.028301402,-0.009061769,G1
0.055666719,-0.600439013,-1.878226273,-0.358963129,-1.08604254,0.635734378,-0.296623068,-0.180066314,1.840821495,-0.741072428,G2
-0.891269848,-0.631899717,-0.305471033,-0.567723453,0.251621817,0.266517357,0.742053472,-0.818155442,1.192811346,1.364393354,G2
1.031755411,0.437399179,0.219216698,0.305783823,0.003333556,-1.766995692,-0.007499915,0.631287903,-0.547187566,-1.135161289,G2
0.218248442,0.422802333,1.104395887,-0.703693458,0.673130535,-0.387935365,0.441470512,-0.147374424,1.896251564,-0.306252093,G2
0.716509877,-0.074439246,0.528655085,-0.508060138,-0.327703665,0.901707141,-0.774296402,-1.522569862,-0.812471054,-0.725376508,G2
-0.087215001,0.61076178,0.681701402,0.518071672,0.574936978,-0.324197572,0.785650021,-0.924791153,-1.332724836,1.460568672,G2
0.103653261,1.17067648,0.42378287,0.072484475,-0.096321109,1.106289774,-0.344249552,-0.530788994,0.984231594,0.671800668,G2
-1.782687281,-1.803664376,0.636659393,0.228348898,1.508809245,0.056964038,0.484273122,0.162505976,0.317975191,0.827159083,G2
0.985336728,-0.774616026,0.575472237,-0.409088617,-0.372882772,-0.70694741,1.275435865,0.141703724,-0.703295625,-0.670241355,G2
2.212819064,1.833796989,-0.717568199,-0.398714948,-0.581179166,-0.027854139,-0.803938104,0.082971015,-1.373777943,-0.54540367,G2
0.862146103,-0.859825336,-1.182169367,0.571517143,-0.487509474,-0.674464472,1.447345905,-0.877846033,0.035594234,-0.512175055,G2
0.798430064,-0.065909673,0.535215773,-0.872131703,-0.062957563,1.422232206,0.118761772,0.529198273,0.073418237,0.103218706,G2
1.093646172,0.979706516,-0.261644287,-0.39951922,-1.17087815,-1.398258263,0.54875563,1.458153954,0.777001023,-1.579059578,G2
-1.040866487,-0.193398028,0.790793815,0.379060248,-0.588231369,-0.43237596,-0.750782569,-1.256471353,-0.327506426,0.841521504,G2
-0.954285106,2.242665028,-0.080610089,1.558685562,0.898868997,-0.395811844,-0.677686769,-0.572685014,-0.488314556,-0.109067886,G2
-0.462958483,-0.374672932,-1.09852734,0.04853362,-1.149776384,1.16195189,0.491979928,0.739678427,0.471524711,-0.097460744,G2
1.268658118,0.010570739,0.655417492,1.007482823,0.686773645,0.438123402,0.874848639,0.099555384,0.709026993,0.046403822,G2
-1.72315651,1.547232512,-0.648018496,0.643382109,1.16294222,-0.504248002,0.711234785,0.556336711,0.275569046,-0.48338955,G2
0.353377874,-1.444365722,-0.94210796,0.545484307,1.709554288,-1.318152133,1.317262932,0.225795726,-0.105102106,-1.200266507,G2
-1.849080893,0.11633763,0.025253288,-0.40461438,0.174100212,-0.064824434,-0.312588393,-0.092788796,0.724821515,-1.796808162,G2
-0.313137643,-0.52577156,-0.227004759,0.24181048,0.881213584,0.283827747,1.113498041,0.027571853,2.06286716,-1.280923147,G2
0.759194466,-2.454782278,0.599641738,-1.140582566,-0.078885075,0.000244339,-0.052659126,0.850650716,-1.515711638,-0.765189318,G2
-0.937790005,0.2199435,-0.163974453,1.05921889,-0.288999054,-0.237047542,1.159664586,-0.442673242,-0.890490701,-0.23363935,G2
-0.184239021,1.01933937,-1.681008386,-0.356315977,0.01617409,1.217744746,-0.951048861,1.255747414,-0.46295275,-1.895122745,G2
0.714839182,0.180680331,-2.088425969,-0.986358541,-0.244903288,0.167341633,-0.215020397,-0.008447286,-1.761179639,0.026596872,G2
1.573375769,1.249009399,0.316572545,0.769153939,-0.105415608,-0.160879268,0.37914616,0.054993581,0.633535225,0.278859662,G2
-0.869528753,0.544409007,-0.880157035,0.344689913,2.366557777,-0.719488673,0.78804422,-0.574988889,0.837292764,1.418720702,G2
-0.29421807,-0.359768144,-2.356881879,-0.87132937,1.186192546,0.055783027,0.650544009,-0.967935052,-0.733385927,0.631659456,G2
-0.270722889,-0.198353038,2.32197969,1.972331141,0.14016518,-0.347656077,-0.132899175,-0.37932932,0.976681273,-0.475829059,G2
-1.437020321,0.858050836,2.009117391,1.079499338,-0.0898262,0.577591836,1.570450284,-0.790601547,0.267115685,-0.178370912,G2
1.558594173,0.887424958,-0.606712083,-0.60751395,1.7917991,0.009747616,-0.102804883,-0.484729709,-0.689147841,-0.890262397,G2
-0.345741595,-0.088734559,-0.026777457,0.374005094,-1.512631505,1.460784346,0.695639659,0.933670458,0.76581412,-1.091124712,G2
-2.143431535,-0.389913007,0.620331535,-0.239109345,-0.102083457,0.001472743,0.529475594,-0.654223275,-0.272815905,-0.299193951,G2
-1.08475494,-0.35804876,0.43779884,-0.093338181,-0.5223908,-0.678719189,0.558700059,0.816731282,-0.710668873,1.177680238,G2
0.174173793,1.502888162,-1.033548765,0.790109053,0.71359026,0.502858126,0.367029101,-1.593986752,0.898685444,-0.39517101,G2
0.304945587,0.188615202,-0.643285548,1.583283008,1.113512234,1.435335632,1.018028547,0.881969985,-0.026140487,0.582415327,G2
-0.418229153,0.830363565,0.013528136,-0.107345631,0.918663816,-1.463857654,-0.295996323,-0.54471017,-1.295785582,0.416702853,G2
0.014656939,0.230225655,-0.431131158,-0.768358337,0.216076827,-0.825473051,-2.210648289,0.099994219,0.803529267,-0.371395399,G2
-0.75646149,0.31137896,0.625405573,-0.491719121,-1.231157388,-1.463298961,-0.25534181,1.51797745,-1.403178128,1.799605703,G2
0.509785927,-0.849104144,0.543852732,-1.158690279,0.96367553,-0.45659711,0.259686971,0.83544997,-0.475306667,0.734270854,G2
-0.342361309,0.845852854,-1.520194642,0.511789736,-1.669420554,-0.119549862,-0.055141372,0.213911368,-1.317833586,-0.945272951,G2
1.625017458,-0.824875645,1.657487326,-0.054664483,-0.184201343,-2.189851373,-0.300713205,0.073430343,-0.937483947,-0.063181351,G2
0.56304275,-0.660615205,-0.274418296,-0.084971585,1.332596488,0.676254825,-0.805181604,-0.919892638,-0.343596064,-0.004452618,G2
0.53696579,0.690441914,0.616907042,0.670471198,0.317427655,1.567464755,-0.655882888,1.043910413,-0.925359535,-0.859744258,G2
0.908048289,-0.641237915,0.202040474,-0.156068547,0.846929448,2.622725754,-0.111490454,-0.49194265,1.101375225,0.35191038,G2
1.455591288,0.368266882,-0.385025228,0.313417718,-0.751981617,1.00270431,-0.621935711,-0.893747862,-0.634551825,-0.112082289,G2
-0.533819934,1.047343556,-1.314851997,-0.148775303,-0.868290809,0.240979165,-0.138172001,-1.380713683,0.230220682,-0.650916844,G2
0.025572029,0.145243871,-0.418533511,0.480271297,0.56255925,-1.158361715,0.243144562,-0.8514878,-1.164972694,0.218014056,G2
0.428020542,-0.684305819,-0.501964432,0.189938129,0.771645663,1.176379132,-0.225853037,-0.392979744,1.020462902,0.80204308,G2
-0.744230066,-0.434444707,-0.796358766,1.218798321,0.50727846,1.02690114,-0.820166999,0.123461482,0.79674633,0.673105354,G2
1.379165106,1.686385858,-1.168066327,-0.081626201,0.736054883,-0.799878883,-1.240729988,-0.787817344,-0.939651862,-0.70579198,G2
0.171945487,-0.94546782,2.050083796,-0.1114895,0.331097285,0.089004867,-1.675739546,-0.632453901,1.419804186,-0.767562049,G2
0.023078735,1.307862058,-0.765891237,0.362382309,0.391014146,1.053393259,-0.33695437,-0.458008276,1.36652307,-0.278999107,G2
-0.01962875,1.109512912,-0.449798233,0.328224273,0.42108655,0.447648759,-1.113202215,-0.892448243,1.872117804,-0.071654247,G2
1.054224798,0.754405043,-1.130142505,0.240869205,0.368347873,-0.26120824,-0.361632272,-1.098694263,0.008949298,-0.07615182,G2
0.441423997,0.388797608,-0.436657742,0.42761957,0.004374271,-1.176250542,-0.569429799,-0.696543748,0.167714561,-1.434172971,G2
-0.271200897,-0.720405945,1.091962234,-0.753120828,-0.77099161,1.945920118,1.711867387,-0.183989607,0.875111073,-0.353635463,G2
0.922646967,0.416719017,-0.400612481,0.832471344,-0.031371863,0.879519705,0.193983161,-0.47392612,-1.213925002,-0.301893266,G2
1.409209773,1.149638254,-1.265799356,0.205667457,-0.699040021,-0.441955817,0.797126305,0.131506101,0.422152505,1.212907942,G2
2.045283613,-0.123466335,0.121523698,1.448947437,-0.993637253,-0.183318575,0.868166655,-0.892504708,-0.166135509,1.291136938,G2
1.252589342,-0.231353998,-0.042352228,-0.342979553,0.379640973,1.082063694,-0.403623637,-0.099088976,0.922186394,-1.490820055,G2
-1.875709625,-0.618364101,1.079121233,-1.085581948,1.09328833,0.579638677,0.409308241,-1.450890527,0.438076114,-0.398785978,G2
-1.289050455,-0.175029613,0.500044064,-1.777247764,0.390101364,-1.5143157,0.90133104,1.018986454,0.308914854,0.867166782,G2
-1.060300033,0.419465645,0.986696548,0.488782548,0.555163585,1.916332143,-0.5048135,-1.714614543,1.157674795,-0.108216175,G2
-1.218733247,0.503888354,-1.030470294,0.430895789,-1.120311676,-1.240889172,0.058058319,2.068987242,-0.561912058,1.192951516,G2
0.106029965,0.749461216,0.004321034,0.720528482,-0.197239039,0.998680187,0.59639634,-0.10844002,-0.132947447,1.376318101,G2
0.007703325,0.53864213,-1.197018732,0.208328009,-0.896616847,-1.950039576,1.853983677,-0.916247014,0.532735484,0.993388558,G2
0.940475932,0.518054324,0.187306962,-0.019029649,-1.070271388,0.008768927,0.091530829,-0.318521033,0.396616525,-1.766635626,G2
-0.432000763,0.843389232,-0.45626465,0.314937958,0.30899173,-0.693870781,0.725945871,-0.667780893,0.024746253,1.916951638,G2
0.067234642,0.305348545,0.601067992,0.044695308,0.228951017,-0.261983017,1.34017931,-0.318278671,1.333582022,-0.723586513,G2
0.014426028,-0.175628581,0.174177197,-0.615915426,-0.124377385,-0.284902196,0.985392666,-0.557238068,1.817464302,0.811921721,G2
-0.360491506,1.016854858,1.433483309,-0.368246872,-0.445155323,-1.237499352,-0.055960094,0.570054822,-0.328035644,0.508016468,G2
-0.556207464,0.433355354,0.487036179,-1.157087257,1.826891062,0.97276258,2.320183735,0.165889353,0.394787344,0.266378271,G2
0.300860949,-0.715176125,-0.629682444,-0.696615398,-0.633845252,0.62790001,-0.565485946,-0.779912451,-1.023159652,-0.306248541,G2
-0.360875801,0.282296069,0.249191081,-0.411634212,0.950617628,0.863883668,0.460192696,-0.907747594,-0.483359794,1.44296727,G2
0.6801659,-0.32780188,0.419112672,0.32063567,0.415076706,-0.801175473,-0.57420297,-1.353868193,-0.440617864,-0.608259391,G2
1.119277194,0.781729576,-1.832857715,0.128644421,-1.06828282,0.334646252,-0.221392808,0.489385666,0.913147832,-0.349965785,G2
-0.888938491,-0.336246203,-0.934875352,-0.304722193,-0.938842977,0.383002325,1.007759015,-0.025215993,0.198672226,-0.482488575,G2
-0.585396276,0.715607239,-0.562688736,0.339352864,-1.15226967,0.435708616,-0.804790313,0.566601299,-0.310312645,-0.701761701,G2
-2.012004039,-1.247472952,-0.245912645,0.389842202,1.381690246,1.288095133,-0.373403516,0.196681726,-0.363049629,0.972017565,G2
-0.171687467,0.696714477,-1.301287668,-0.879154277,-1.521369512,0.447379677,0.318947407,0.912809849,0.228433192,-0.239018874,G2
0.493798646,-1.961214568,-0.563062447,-0.216480842,0.388640134,0.767300761,0.479700139,-0.28873795,-0.299075874,-1.156840363,G2
-0.397606248,-0.471742638,0.246330098,0.021410513,-0.530883607,-0.397441899,-1.798157656,-0.462011666,1.174367302,0.104652212,G2
-0.533143513,-0.205608483,1.24823769,1.088965739,0.931283708,-0.982708826,0.513040117,0.859151611,-0.293713422,-0.857413497,G2
0.448442038,-1.062853916,0.787412515,-0.543143406,-1.012809704,0.805178454,-0.571420763,-0.593426315,-0.955611552,-1.625265002,G2
0.564808807,-0.77739961,0.122378182,0.292823728,0.737847874,-0.233249396,-0.687601821,-1.652518878,-0.69820794,-0.919735108,G2
-0.820891181,-0.070058208,-0.612435456,0.132092406,0.702618992,1.020524593,-0.337454777,-0.009958446,-1.427181421,0.49128184,G2
0.247714254,-0.052203324,1.277260263,-0.258574338,-1.24944138,-0.831502858,0.642221576,0.015428159,-0.093826203,-0.135410216,G2
-0.197897904,1.757447387,-1.081037845,-1.024997852,0.457861498,-1.420918818,-0.936064336,-1.010250614,0.1161694,0.253927987,G2
1.555636545,0.104542603,0.516891709,0.154122951,2.008014031,0.865619851,0.313256306,-0.756058998,-0.182273889,1.12228411,G2
0.775478238,1.145432711,-1.245481332,-1.302681619,-1.789284052,-0.993227099,-0.944009645,-0.480256436,0.029017971,-0.960011846,G2
0.12166864,-0.078805941,0.913016379,1.112760642,-0.28425189,-0.37304316,-1.088531068,0.607736762,-0.63155336,-0.541453036,G2
1.1470037,0.573625954,0.013754237,0.224362222,0.403113497,-1.448533836,-1.254196433,-0.290713876,-1.206002484,1.030758567,G2
-1.104921244,-0.364919216,-1.629111669,1.74331835,0.645431122,1.469816255,1.16339686,-0.028739036,0.710922244,-0.257134928,G2
0.341288764,-1.654363361,-0.391161746,-0.039141805,-1.157220686,1.062648557,1.232683299,-0.54330421,0.113946163,-1.054843851,G2
0.029714207,-1.329151233,0.686018752,-0.534267415,-1.001789487,1.299560145,-1.007457695,-0.313244715,-1.475326653,-1.227096337,G2
0.157305812,-0.973178657,-0.585132208,1.519198409,-0.002008534,-0.324895291,0.405120628,2.117884584,1.425415287,1.281372257,G2
0.611559294,-0.740895435,1.425766011,1.637118843,1.791071785,-0.456875875,0.692474076,0.358145726,0.42875915,0.016939466,G2
1.799136791,-0.237080354,-0.240209077,-0.17371963,-2.33929715,0.017610471,-0.136202996,0.401790829,1.297513348,-0.442323983,G2
-1.025384095,1.179089106,-1.717214659,-0.221941757,-0.741764145,0.706153671,-0.084658904,0.713149872,1.067870322,-0.628571065,G2
-1.2168181,1.695381798,-1.667101819,-1.431730896,-1.44488371,-1.041740156,-0.313728524,0.04622601,-1.924809304,0.10152581,G3
-1.606584874,0.986248286,4.25198527,-1.314965335,1.2878489,-0.973032485,1.37976782,0.751750856,0.179809523,-0.874301609,G3
0.767907849,-1.070014697,-0.970115548,-0.897283284,1.247485692,2.498212759,1.372118481,0.765196567,2.298395469,-2.830608917,G3
1.220676052,-1.447076422,-0.568510092,-0.035920353,1.100244305,-0.579421723,3.56305661,-0.890382832,1.583646338,-1.338312743,G3
